material,orderlimit,Var_qty,bo_qty,diff
SOJ01,54,0.0,253.55166666666665,253.55166666666665
SOJ02,6,358.7408263482341,461.82,103.07917365176587
SOJ02,12,136.099650094857,461.82,325.720349905143
SOJ02,18,111.82804579429455,461.82,349.99195420570544
SOJ02,24,94.09965009485701,461.82,367.720349905143
SOJ02,30,81.43916339905465,461.82,380.3808366009454
SOJ02,36,69.82804579429455,461.82,391.99195420570544
SOJ02,42,59.08958375564849,461.82,402.7304162443515
SOJ02,48,49.098179773456195,461.82,412.7218202265438
SOJ02,54,39.7599246694554,461.82,422.0600753305446
SOJ03,6,238.5691176918908,195.87333333333333,42.69578435855746
SOJ03,12,68.40791340655701,195.87333333333333,127.46541992677632
SOJ03,18,43.46008342484684,195.87333333333333,152.41324990848648
SOJ03,24,28.942366935593384,195.87333333333333,166.93096639773995
SOJ03,30,19.49255944997512,195.87333333333333,176.38077388335822
SOJ03,36,11.092121055399133,195.87333333333333,184.7812122779342
SOJ03,42,3.564338226937153,195.87333333333333,192.3089951063962
SOJ03,48,0.0,195.87333333333333,195.87333333333333
SOJ03,54,0.0,195.87333333333333,195.87333333333333
SUN07,3,101.96048669112298,246.98473684210524,145.02425015098225
SUN07,6,33.10637260176259,246.98473684210524,213.87836424034265
SUN07,9,18.668486891650673,246.98473684210524,228.31624995045456
SUN07,12,8.387640052032225,246.98473684210524,238.597096790073
SUN07,15,5.938200260161128,246.98473684210524,241.0465365819441
SUN07,18,3.7511027410506017,246.98473684210524,243.23363410105463
SUN07,21,1.7821691134685764,246.98473684210524,245.20256772863667
SUN07,24,0.0,246.98473684210524,246.98473684210524
SUN07,27,0.0,246.98473684210524,246.98473684210524
SUN08V1,3,85.61320909776472,131.05521739130435,45.44200829353963
SUN08V1,6,18.411817415046073,131.05521739130435,112.64339997625828
SUN08V1,9,5.626654111575903,131.05521739130435,125.42856327972845
SUN08V1,12,0.0,131.05521739130435,131.05521739130435
SUN08V1,15,0.0,131.05521739130435,131.05521739130435
SUN08V1,18,0.0,131.05521739130435,131.05521739130435
SUN08V1,21,0.0,131.05521739130435,131.05521739130435
SUN08V1,24,0.0,131.05521739130435,131.05521739130435
SUN08V1,27,0.0,131.05521739130435,131.05521739130435
SUN11,3,180.7015056718152,492.2148401826484,311.5133345108332
SUN11,6,65.90583006884088,492.2148401826484,426.3090101138075
SUN11,9,35.461422412776045,492.2148401826484,456.7534177698724
SUN11,12,16.77528010406445,492.2148401826484,475.43956007858395
SUN11,15,11.876400520322257,492.2148401826484,480.33843966232615
SUN11,18,7.502205482101203,492.2148401826484,484.7126347005472
SUN11,21,3.564338226937153,492.2148401826484,488.65050195571126
SUN11,24,0.0,492.2148401826484,492.2148401826484
SUN11,27,0.0,492.2148401826484,492.2148401826484
SUN30V1,3,36.022286430961856,217.15362499999995,181.1313385690381
SUN30V1,6,1.943452445665912,217.15362499999995,215.21017255433404
SUN30V1,9,0.0,217.15362499999995,217.15362499999995
SUN30V1,12,0.0,217.15362499999995,217.15362499999995
SUN30V1,15,0.0,217.15362499999995,217.15362499999995
SUN30V1,18,0.0,217.15362499999995,217.15362499999995
SUN30V1,21,0.0,217.15362499999995,217.15362499999995
SUN30V1,24,0.0,217.15362499999995,217.15362499999995
SUN30V1,27,0.0,217.15362499999995,217.15362499999995
SUN32,3,290.36702465869416,81.34038461538461,209.02664004330956
SUN32,6,178.76178056631306,81.34038461538461,97.42139595092846
SUN32,9,147.9908841644809,81.34038461538461,66.65049954909628
SUN32,12,123.69443304233144,81.34038461538461,42.35404842694683
SUN32,15,107.88629227851854,81.34038461538461,26.54590766313393
SUN32,18,93.38986287850847,81.34038461538461,12.04947826312386
SUN32,21,79.98425293614093,81.34038461538461,1.3561316792436742
SUN32,24,67.51246556434063,81.34038461538461,13.827919051043978
SUN32,27,57.475996184200376,81.34038461538461,23.86438843118423
SUN34,3,167.57528888496955,133.2033033033033,34.37198558166625
SUN34,6,79.78541678132684,133.2033033033033,53.417886521976456
SUN34,9,63.18705316099706,133.2033033033033,70.01625014230623
SUN34,12,50.74572841116074,133.2033033033033,82.45757489214256
SUN34,15,44.58946090419262,133.2033033033033,88.61384239911068
SUN34,18,38.95787794274564,133.2033033033033,94.24542536055766
SUN34,21,33.76262276435567,133.2033033033033,99.44068053894763
SUN34,24,28.94089661419258,133.2033033033033,104.26240668911072
SUN34,27,26.064626797045953,133.2033033033033,107.13867650625735
SUN44,3,147.71112150555572,123.58045977011494,24.130661735440782
SUN44,6,83.3829223346925,123.58045977011494,40.19753743542245
SUN44,9,63.668132822546674,123.58045977011494,59.91232694756827
SUN44,12,48.55309946585983,123.58045977011494,75.02736030425511
SUN44,15,40.052324917687315,123.58045977011494,83.52813485242763
SUN44,18,32.338577187796524,123.58045977011494,91.24188258231842
SUN44,21,25.279321132491244,123.58045977011494,98.3011386376237
SUN44,24,18.780358619526297,123.58045977011494,104.80010115058865
