material,unit_qty,total_qty,order#,ip,mtrl_total_qty,cumsumqty,prop,cumsum_prop,orderlimit,unit_qty2,order#2,total_qty2,Var_qty
GC08,12.0,60.0,5.0,2.0,3604.0,3604.0,0.016648168701442843,1.0,8,8.0,5.880456295278407,47.043650362227254,12.956349637772746
GC08,2.0,652.0,326.0,2.0,3604.0,652.0,0.18091009988901222,0.18091009988901222,10,2.0,326.0,652.0,0.0
GC08,4.0,2220.0,555.0,2.0,3604.0,2872.0,0.6159822419533851,0.7968923418423973,10,4.0,555.0,2220.0,0.0
GC08,6.0,462.0,77.0,2.0,3604.0,3334.0,0.1281908990011099,0.9250832408435072,10,6.0,77.0,462.0,0.0
GC08,8.0,160.0,20.0,2.0,3604.0,3494.0,0.04439511653718091,0.9694783573806881,10,8.0,20.0,160.0,0.0
GC08,10.0,50.0,5.0,2.0,3604.0,3544.0,0.013873473917869035,0.9833518312985572,10,10.0,5.0,50.0,0.0
GC08,12.0,60.0,5.0,2.0,3604.0,3604.0,0.016648168701442843,1.0,10,10.0,5.395906230238125,53.95906230238125,6.040937697618752
GC08,2.0,652.0,326.0,2.0,3604.0,652.0,0.18091009988901222,0.18091009988901222,12,2.0,326.0,652.0,0.0
GC08,4.0,2220.0,555.0,2.0,3604.0,2872.0,0.6159822419533851,0.7968923418423973,12,4.0,555.0,2220.0,0.0
GC08,6.0,462.0,77.0,2.0,3604.0,3334.0,0.1281908990011099,0.9250832408435072,12,6.0,77.0,462.0,0.0
GC08,8.0,160.0,20.0,2.0,3604.0,3494.0,0.04439511653718091,0.9694783573806881,12,8.0,20.0,160.0,0.0
GC08,10.0,50.0,5.0,2.0,3604.0,3544.0,0.013873473917869035,0.9833518312985572,12,10.0,5.0,50.0,0.0
GC08,12.0,60.0,5.0,2.0,3604.0,3604.0,0.016648168701442843,1.0,12,12.0,5.0,60.0,0.0
GC08,2.0,652.0,326.0,2.0,3604.0,652.0,0.18091009988901222,0.18091009988901222,14,2.0,326.0,652.0,0.0
GC08,4.0,2220.0,555.0,2.0,3604.0,2872.0,0.6159822419533851,0.7968923418423973,14,4.0,555.0,2220.0,0.0
GC08,6.0,462.0,77.0,2.0,3604.0,3334.0,0.1281908990011099,0.9250832408435072,14,6.0,77.0,462.0,0.0
GC08,8.0,160.0,20.0,2.0,3604.0,3494.0,0.04439511653718091,0.9694783573806881,14,8.0,20.0,160.0,0.0
GC08,10.0,50.0,5.0,2.0,3604.0,3544.0,0.013873473917869035,0.9833518312985572,14,10.0,5.0,50.0,0.0
GC08,12.0,60.0,5.0,2.0,3604.0,3604.0,0.016648168701442843,1.0,14,12.0,5.0,60.0,0.0
GC08,2.0,652.0,326.0,2.0,3604.0,652.0,0.18091009988901222,0.18091009988901222,16,2.0,326.0,652.0,0.0
GC08,4.0,2220.0,555.0,2.0,3604.0,2872.0,0.6159822419533851,0.7968923418423973,16,4.0,555.0,2220.0,0.0
GC08,6.0,462.0,77.0,2.0,3604.0,3334.0,0.1281908990011099,0.9250832408435072,16,6.0,77.0,462.0,0.0
GC08,8.0,160.0,20.0,2.0,3604.0,3494.0,0.04439511653718091,0.9694783573806881,16,8.0,20.0,160.0,0.0
GC08,10.0,50.0,5.0,2.0,3604.0,3544.0,0.013873473917869035,0.9833518312985572,16,10.0,5.0,50.0,0.0
GC08,12.0,60.0,5.0,2.0,3604.0,3604.0,0.016648168701442843,1.0,16,12.0,5.0,60.0,0.0
GC08,2.0,652.0,326.0,2.0,3604.0,652.0,0.18091009988901222,0.18091009988901222,18,2.0,326.0,652.0,0.0
GC08,4.0,2220.0,555.0,2.0,3604.0,2872.0,0.6159822419533851,0.7968923418423973,18,4.0,555.0,2220.0,0.0
GC08,6.0,462.0,77.0,2.0,3604.0,3334.0,0.1281908990011099,0.9250832408435072,18,6.0,77.0,462.0,0.0
GC08,8.0,160.0,20.0,2.0,3604.0,3494.0,0.04439511653718091,0.9694783573806881,18,8.0,20.0,160.0,0.0
GC08,10.0,50.0,5.0,2.0,3604.0,3544.0,0.013873473917869035,0.9833518312985572,18,10.0,5.0,50.0,0.0
GC08,12.0,60.0,5.0,2.0,3604.0,3604.0,0.016648168701442843,1.0,18,12.0,5.0,60.0,0.0
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,2,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,2,2.0,742.8881275241333,1485.7762550482666,798.2237449517334
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,2,2.0,119.64682163229266,239.2936432645853,246.7063567354147
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,2,2.0,33.643259817887206,67.28651963577441,100.71348036422559
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,2,2.0,8.494850021680094,16.989700043360187,33.01029995663981
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,2,2.0,8.890756251918218,17.781512503836435,42.21848749616356
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,2,2.0,2.0791812460476247,4.158362492095249,19.84163750790475
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,4,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,4,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,4,4.0,95.26339198351019,381.05356793404076,104.94643206595924
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,4,4.0,27.321629908943606,109.28651963577443,58.713480364225575
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,4,4.0,6.989700043360188,27.958800173440753,22.041199826559247
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,4,4.0,7.385606273598312,29.54242509439325,30.45757490560675
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,4,4.0,1.7781512503836436,7.1126050015345745,16.887394998465425
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,6,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,6,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,6,6.0,81.0,486.0,0.0
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,6,6.0,23.623713468774298,141.7422808126458,26.257719187354212
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,6,6.0,6.109243748081782,36.65546248849069,13.344537511509309
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,6,6.0,6.505149978319906,39.03089986991944,20.969100130080562
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,6,6.0,1.6020599913279623,9.612359947967773,14.387640052032227
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,8,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,8,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,8,6.0,81.0,486.0,0.0
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,8,8.0,21.0,168.0,0.0
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,8,8.0,5.484550065040282,43.87640052032226,6.123599479677743
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,8,8.0,5.880456295278407,47.043650362227254,12.956349637772746
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,8,8.0,1.4771212547196624,11.816970037757299,12.183029962242701
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,10,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,10,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,10,6.0,81.0,486.0,0.0
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,10,8.0,21.0,168.0,0.0
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,10,10.0,5.0,50.0,0.0
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,10,10.0,5.395906230238125,53.95906230238125,6.040937697618752
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,10,10.0,1.380211241711606,13.80211241711606,10.19788758288394
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,12,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,12,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,12,6.0,81.0,486.0,0.0
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,12,8.0,21.0,168.0,0.0
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,12,10.0,5.0,50.0,0.0
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,12,12.0,5.0,60.0,0.0
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,12,12.0,1.3010299956639813,15.612359947967775,8.387640052032225
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,14,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,14,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,14,6.0,81.0,486.0,0.0
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,14,8.0,21.0,168.0,0.0
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,14,10.0,5.0,50.0,0.0
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,14,12.0,5.0,60.0,0.0
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,14,14.0,1.234083206033368,17.27716488446715,6.722835115532849
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,16,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,16,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,16,6.0,81.0,486.0,0.0
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,16,8.0,21.0,168.0,0.0
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,16,10.0,5.0,50.0,0.0
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,16,12.0,5.0,60.0,0.0
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,16,16.0,1.1760912590556813,18.8174601448909,5.182539855109098
GC09,2.0,710.0,355.0,2.0,3782.0,710.0,0.18773135906927552,0.18773135906927552,18,2.0,355.0,710.0,0.0
GC09,4.0,2284.0,571.0,2.0,3782.0,2994.0,0.6039132734003173,0.7916446324695928,18,4.0,571.0,2284.0,0.0
GC09,6.0,486.0,81.0,2.0,3782.0,3480.0,0.1285034373347435,0.9201480698043363,18,6.0,81.0,486.0,0.0
GC09,8.0,168.0,21.0,2.0,3782.0,3648.0,0.044420941300899,0.9645690111052353,18,8.0,21.0,168.0,0.0
GC09,10.0,50.0,5.0,2.0,3782.0,3698.0,0.013220518244315178,0.9777895293495505,18,10.0,5.0,50.0,0.0
GC09,12.0,60.0,5.0,2.0,3782.0,3758.0,0.015864621893178214,0.9936541512427287,18,12.0,5.0,60.0,0.0
GC09,24.0,24.0,1.0,2.0,3782.0,3782.0,0.006345848757271285,1.0,18,18.0,1.1249387366083,20.2488972589494,3.7511027410506017
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,2,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,2,2.0,869.0880371035395,1738.176074207079,933.823925792921
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,2,2.0,155.09773174556454,310.1954634911291,319.8045365088709
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,2,2.0,40.051499783199056,80.10299956639811,119.89700043360189
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,2,2.0,8.494850021680094,16.989700043360187,33.01029995663981
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,2,2.0,10.668907502301861,21.337815004603723,50.662184995396274
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,2,2.0,2.0791812460476247,4.158362492095249,19.84163750790475
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,4,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,4,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,4,4.0,123.48958220084654,493.95832880338617,136.04167119661383
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,4,4.0,32.52574989159953,130.10299956639813,69.89700043360187
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,4,4.0,6.989700043360188,27.958800173440753,22.041199826559247
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,4,4.0,8.862727528317974,35.450910113271895,36.549089886728105
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,4,4.0,1.7781512503836436,7.1126050015345745,16.887394998465425
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,6,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,6,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,6,6.0,105.0,630.0,0.0
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,6,6.0,28.123468415207498,168.74081049124499,31.259189508755014
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,6,6.0,6.109243748081782,36.65546248849069,13.344537511509309
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,6,6.0,7.8061799739838875,46.837079843903325,25.162920156096675
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,6,6.0,1.6020599913279623,9.612359947967773,14.387640052032227
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,8,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,8,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,8,6.0,105.0,630.0,0.0
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,8,8.0,25.0,200.0,0.0
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,8,8.0,5.484550065040282,43.87640052032226,6.123599479677743
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,8,8.0,7.056547554334088,56.452380434672705,15.547619565327295
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,8,8.0,1.4771212547196624,11.816970037757299,12.183029962242701
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,10,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,10,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,10,6.0,105.0,630.0,0.0
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,10,8.0,25.0,200.0,0.0
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,10,10.0,5.0,50.0,0.0
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,10,10.0,6.475087476285749,64.75087476285749,7.249125237142508
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,10,10.0,1.380211241711606,13.80211241711606,10.19788758288394
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,12,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,12,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,12,6.0,105.0,630.0,0.0
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,12,8.0,25.0,200.0,0.0
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,12,10.0,5.0,50.0,0.0
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,12,12.0,6.0,72.0,0.0
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,12,12.0,1.3010299956639813,15.612359947967775,8.387640052032225
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,14,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,14,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,14,6.0,105.0,630.0,0.0
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,14,8.0,25.0,200.0,0.0
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,14,10.0,5.0,50.0,0.0
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,14,12.0,6.0,72.0,0.0
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,14,14.0,1.234083206033368,17.27716488446715,6.722835115532849
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,16,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,16,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,16,6.0,105.0,630.0,0.0
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,16,8.0,25.0,200.0,0.0
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,16,10.0,5.0,50.0,0.0
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,16,12.0,6.0,72.0,0.0
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,16,16.0,1.1760912590556813,18.8174601448909,5.182539855109098
GC10,2.0,930.0,465.0,2.0,4578.0,930.0,0.20314547837483618,0.20314547837483618,18,2.0,465.0,930.0,0.0
GC10,4.0,2672.0,668.0,2.0,4578.0,3602.0,0.5836609873307121,0.7868064657055482,18,4.0,668.0,2672.0,0.0
GC10,6.0,630.0,105.0,2.0,4578.0,4232.0,0.13761467889908258,0.9244211446046309,18,6.0,105.0,630.0,0.0
GC10,8.0,200.0,25.0,2.0,4578.0,4432.0,0.043687199650502405,0.9681083442551333,18,8.0,25.0,200.0,0.0
GC10,10.0,50.0,5.0,2.0,4578.0,4482.0,0.010921799912625601,0.9790301441677588,18,10.0,5.0,50.0,0.0
GC10,12.0,72.0,6.0,2.0,4578.0,4554.0,0.015727391874180863,0.9947575360419397,18,12.0,6.0,72.0,0.0
GC10,24.0,24.0,1.0,2.0,4578.0,4578.0,0.005242463958060288,1.0,18,18.0,1.1249387366083,20.2488972589494,3.7511027410506017
GC20,2.0,462.0,231.0,2.0,3092.0,462.0,0.14941785252263906,0.14941785252263906,2,2.0,231.0,462.0,0.0
GC20,4.0,1928.0,482.0,2.0,3092.0,2390.0,0.6235446313065977,0.7729624838292367,2,2.0,627.0964579100389,1254.1929158200778,673.8070841799222
GC20,6.0,402.0,67.0,2.0,3092.0,2792.0,0.13001293661060803,0.9029754204398448,2,2.0,98.96712406621738,197.93424813243476,204.06575186756524
GC20,8.0,176.0,22.0,2.0,3092.0,2968.0,0.056921086675291076,0.9598965071151359,2,2.0,35.24531980921517,70.49063961843034,105.50936038156966
GC20,10.0,40.0,4.0,2.0,3092.0,3008.0,0.0129366106080207,0.9728331177231565,2,2.0,6.795880017344075,13.59176003468815,26.40823996531185
GC20,12.0,48.0,4.0,2.0,3092.0,3056.0,0.015523932729624839,0.9883570504527813,2,2.0,7.1126050015345745,14.225210003069149,33.77478999693085
GC20,36.0,36.0,1.0,2.0,3092.0,3092.0,0.01164294954721863,1.0,2,2.0,2.255272505103306,4.510545010206612,31.489454989793387
GC20,2.0,462.0,231.0,2.0,3092.0,462.0,0.14941785252263906,0.14941785252263906,4,2.0,231.0,462.0,0.0
GC20,4.0,1928.0,482.0,2.0,3092.0,2390.0,0.6235446313065977,0.7729624838292367,4,4.0,482.0,1928.0,0.0
GC20,6.0,402.0,67.0,2.0,3092.0,2792.0,0.13001293661060803,0.9029754204398448,4,4.0,78.79811435673065,315.1924574269226,86.8075425730774
GC20,8.0,176.0,22.0,2.0,3092.0,2968.0,0.056921086675291076,0.9598965071151359,4,4.0,28.622659904607588,114.49063961843035,61.50936038156965
GC20,10.0,40.0,4.0,2.0,3092.0,3008.0,0.0129366106080207,0.9728331177231565,4,4.0,5.591760034688151,22.367040138752603,17.632959861247397
GC20,12.0,48.0,4.0,2.0,3092.0,3056.0,0.015523932729624839,0.9883570504527813,4,4.0,5.9084850188786495,23.633940075514598,24.366059924485402
GC20,36.0,36.0,1.0,2.0,3092.0,3092.0,0.01164294954721863,1.0,4,4.0,1.954242509439325,7.8169700377573,28.1830299622427
GC20,2.0,462.0,231.0,2.0,3092.0,462.0,0.14941785252263906,0.14941785252263906,6,2.0,231.0,462.0,0.0
GC20,4.0,1928.0,482.0,2.0,3092.0,2390.0,0.6235446313065977,0.7729624838292367,6,4.0,482.0,1928.0,0.0
GC20,6.0,402.0,67.0,2.0,3092.0,2792.0,0.13001293661060803,0.9029754204398448,6,6.0,67.0,402.0,0.0
GC20,8.0,176.0,22.0,2.0,3092.0,2968.0,0.056921086675291076,0.9598965071151359,6,6.0,24.748652205382598,148.4919132322956,27.508086767704413
GC20,10.0,40.0,4.0,2.0,3092.0,3008.0,0.0129366106080207,0.9728331177231565,6,6.0,4.8873949984654255,29.324369990792555,10.675630009207445
GC20,12.0,48.0,4.0,2.0,3092.0,3056.0,0.015523932729624839,0.9883570504527813,6,6.0,5.204119982655925,31.22471989593555,16.77528010406445
GC20,36.0,36.0,1.0,2.0,3092.0,3092.0,0.01164294954721863,1.0,6,6.0,1.7781512503836436,10.668907502301861,25.331092497698137
GC20,2.0,462.0,231.0,2.0,3092.0,462.0,0.14941785252263906,0.14941785252263906,8,2.0,231.0,462.0,0.0
GC20,4.0,1928.0,482.0,2.0,3092.0,2390.0,0.6235446313065977,0.7729624838292367,8,4.0,482.0,1928.0,0.0
GC20,6.0,402.0,67.0,2.0,3092.0,2792.0,0.13001293661060803,0.9029754204398448,8,6.0,67.0,402.0,0.0
GC20,8.0,176.0,22.0,2.0,3092.0,2968.0,0.056921086675291076,0.9598965071151359,8,8.0,22.0,176.0,0.0
GC20,10.0,40.0,4.0,2.0,3092.0,3008.0,0.0129366106080207,0.9728331177231565,8,8.0,4.387640052032226,35.10112041625781,4.898879583742193
GC20,12.0,48.0,4.0,2.0,3092.0,3056.0,0.015523932729624839,0.9883570504527813,8,8.0,4.704365036222725,37.6349202897818,10.365079710218197
GC20,36.0,36.0,1.0,2.0,3092.0,3092.0,0.01164294954721863,1.0,8,8.0,1.6532125137753437,13.22570011020275,22.77429988979725
GC20,2.0,462.0,231.0,2.0,3092.0,462.0,0.14941785252263906,0.14941785252263906,10,2.0,231.0,462.0,0.0
GC20,4.0,1928.0,482.0,2.0,3092.0,2390.0,0.6235446313065977,0.7729624838292367,10,4.0,482.0,1928.0,0.0
GC20,6.0,402.0,67.0,2.0,3092.0,2792.0,0.13001293661060803,0.9029754204398448,10,6.0,67.0,402.0,0.0
GC20,8.0,176.0,22.0,2.0,3092.0,2968.0,0.056921086675291076,0.9598965071151359,10,8.0,22.0,176.0,0.0
GC20,10.0,40.0,4.0,2.0,3092.0,3008.0,0.0129366106080207,0.9728331177231565,10,10.0,4.0,40.0,0.0
GC20,12.0,48.0,4.0,2.0,3092.0,3056.0,0.015523932729624839,0.9883570504527813,10,10.0,4.3167249841904995,43.167249841905,4.832750158095003
GC20,36.0,36.0,1.0,2.0,3092.0,3092.0,0.01164294954721863,1.0,10,10.0,1.5563025007672873,15.563025007672874,20.436974992327126
GC20,2.0,462.0,231.0,2.0,3092.0,462.0,0.14941785252263906,0.14941785252263906,12,2.0,231.0,462.0,0.0
GC20,4.0,1928.0,482.0,2.0,3092.0,2390.0,0.6235446313065977,0.7729624838292367,12,4.0,482.0,1928.0,0.0
GC20,6.0,402.0,67.0,2.0,3092.0,2792.0,0.13001293661060803,0.9029754204398448,12,6.0,67.0,402.0,0.0
GC20,8.0,176.0,22.0,2.0,3092.0,2968.0,0.056921086675291076,0.9598965071151359,12,8.0,22.0,176.0,0.0
GC20,10.0,40.0,4.0,2.0,3092.0,3008.0,0.0129366106080207,0.9728331177231565,12,10.0,4.0,40.0,0.0
GC20,12.0,48.0,4.0,2.0,3092.0,3056.0,0.015523932729624839,0.9883570504527813,12,12.0,4.0,48.0,0.0
GC20,36.0,36.0,1.0,2.0,3092.0,3092.0,0.01164294954721863,1.0,12,12.0,1.4771212547196624,17.725455056635948,18.274544943364052
